stage,timepoint,radius,norm_height,angle_degrees,thickness,phh3,Curvature,Gauss_Curvature,Mean_Curvature,K1,K2
hh17,2025-09-18-13-02,226.30865468769468,0.8504999889774244,35.945897261762184,40.472994444632846,71.64508,2.136773773135457e-05,-3.7639270615450725e-07,0.0041722826453625,0.0084372550043768,-9.26897136518071e-05
hh17,2025-09-18-13-02,200.27705934398207,0.8268984273278547,53.58521138629061,52.06193644754278,80.744484,8.675756204748489e-06,1.8764691815359352e-06,0.0033759964612709,0.0065296425328214,0.0002223503897203
hh17,2025-09-18-13-02,217.38445885672377,0.7210376115788292,67.04025099955408,61.63569504182443,72.323326,1.08675657629446e-05,9.433158967619315e-06,0.0038818839029562,0.0062261616159702,0.0015376061899422
hh17,2025-09-18-13-02,185.8990844044584,0.7481998268446661,69.19518991083345,63.038355855774654,70.22537,7.265124660788041e-06,2.7957887526035985e-06,0.003722222837214,0.0070075393741705,0.0004369063002575
hh17,2025-09-18-13-02,195.6888644670393,0.7274732727290933,82.80787832669375,64.09765065785217,75.35509,5.49126591457734e-06,4.313818393356454e-06,0.0032097755351005,0.0056696088521083,0.0007499422180927
hh17,2025-09-18-13-02,230.6358219556168,0.7250601853566968,48.34344955997929,57.81653467188252,63.659836,1.4665031703209322e-05,1.1743285441315887e-05,0.0044376921366528,0.0071266914209266,0.0017486928523789
hh17,2025-09-18-13-02,71.85390526342252,0.0038272514543422,158.3626893415356,87.12483859294582,78.44367,0.0001028230828952,-5.141161339905176e-06,0.0010855271950718,0.0037321275425234,-0.0015610731523798
hh17,2025-09-18-13-02,119.91497065991965,0.0145589757099366,-176.31251788037375,150.7132760452446,60.88684,3.883846648211418e-05,-3.2809067112839573e-06,0.0002043126313737,0.00236576368086,-0.0019571384181125
hh17,2025-09-18-13-02,67.41970645252893,0.0022954751584842,-166.18918213271218,139.9668004031916,61.19479,6.531932834448537e-05,-1.9784826641404592e-06,0.0009643399116235,0.0028784796622632,-0.0009497998390162
hh17,2025-09-18-13-02,259.148098470388,0.925790919293844,142.05492826807136,35.754493967201746,42.954933,2.4028504766243432e-05,1.6497456982849167e-05,0.0046565828897689,0.0069270072736401,0.0023861585058977
